value_ozone,value_co,ETo (in),Precip (in),Sol Rad (Ly/day),Avg Vap Pres (mBars),Avg Air Temp (F),Avg Rel Hum (%),Dew Point (F),Avg Wind Speed (mph),Wind Run (miles),Avg Soil Temp (F),season,AQI
0.015586806,0.876086957,0.072,0.0,281.6,9.8,51.12,76.4,43.56,3.24,77.62,53.42,0,14.0
0.016537162,0.622344322,0.08,0.0,309.8,10.42,53.82,72.6,45.12,3.52,85.06,54.8,0,15.0
0.011018576,0.915942029,0.068,0.0,260.0,11.54,53.64,82.0,48.2,3.78,90.86,55.02,0,10.0
0.013646667,0.85,0.068,0.0,258.6,11.96,54.8,81.0,48.78,3.34,79.94,56.78,0,13.0
0.018083333,0.880797101,0.09,0.0,285.2,9.88,59.28,57.2,43.12,3.16,75.88,57.16,0,17.0
0.018426667,0.874637681,0.118,0.002,313.2,5.1,59.06,30.2,25.82,3.62,86.86,56.64,0,17.0
0.015993528,0.884363636,0.116,0.0,336.2,4.86,59.72,28.0,25.48,3.52,85.26,55.8,0,15.0
0.0158375,0.942753623,0.098,0.0,352.4,9.9,54.6,66.6,42.54,2.88,69.28,55.8,0,15.0
0.022360248,0.812318841,0.134,0.0,370.6,5.46,61.26,29.4,28.26,3.22,76.8,56.38,0,21.0
0.024808725,0.724087591,0.11,0.0,352.8,9.4,55.9,61.0,41.92,4.7,113.52,56.36,0,23.0
0.031798137,0.329347826,0.098,0.0,313.8,9.14,52.08,67.2,41.52,6.22,149.42,57.08,0,29.0
0.022653251,0.51884058,0.09,0.0,327.6,6.4,47.5,56.0,32.5,3.24,77.8,55.3,0,21.0
0.020310458,0.556126482,0.092,0.0,378.4,6.62,44.3,65.8,33.58,3.1,74.14,52.78,0,19.0
0.021604027,0.547808765,0.112,0.002,403.6,6.16,47.6,54.0,31.66,3.58,85.92,52.44,0,20.0
0.014393548,0.796442688,0.118,0.0,412.0,5.76,48.78,48.4,29.86,3.18,76.7,52.36,0,13.0
0.013591195,0.924513619,0.122,0.0,412.8,6.86,51.94,51.2,34.06,3.18,76.56,52.62,0,13.0
0.014882353,0.931521739,0.114,0.0,409.8,8.98,52.04,67.0,40.88,3.16,75.56,53.24,0,14.0
0.017925697,0.850724638,0.11,0.0,375.8,9.16,55.04,61.4,41.24,2.94,70.64,54.2,0,17.0
0.024526316,0.769927536,0.102,0.0,301.2,7.26,58.08,43.6,35.78,2.84,67.66,55.42,0,23.0
0.016814241,0.621376812,0.112,0.0,420.2,9.38,51.06,72.6,42.46,3.64,87.62,56.26,1,16.0
0.0175,0.55019305,0.116,0.0,441.0,9.04,50.72,70.6,41.42,3.94,95.3,55.68,1,16.0
0.022021672,0.65,0.106,0.002,431.0,7.98,47.34,70.8,38.3,3.08,73.88,54.64,1,20.0
0.023940994,0.730181818,0.1,0.0,376.8,8.74,50.56,69.2,40.78,2.88,69.22,54.78,1,22.0
0.02557764,0.423636364,0.128,0.0,453.6,8.42,51.34,64.6,39.84,4.26,102.02,56.22,1,24.0
0.022334385,0.462222222,0.076,0.0,266.4,9.56,51.22,73.8,43.0,5.74,137.94,56.02,1,21.0
0.019543478,0.628363636,0.118,0.002,483.2,7.44,46.0,69.6,36.66,3.24,78.26,53.02,1,18.0
0.021009464,0.636764706,0.132,0.0,458.2,8.38,50.14,67.6,39.7,4.52,108.14,53.56,1,19.0
0.023775701,0.490875912,0.13,0.0,484.0,8.46,50.64,66.6,39.86,3.38,81.3,54.52,1,22.0
0.01707764,0.677454545,0.132,0.0,454.8,8.78,51.06,68.0,40.76,3.7,88.6,54.92,1,16.0
0.02996904,0.383695652,0.124,0.004,474.8,8.24,48.54,69.8,39.14,4.8,115.44,54.92,1,28.0
0.01852322,0.658695652,0.138,0.0,500.2,8.38,51.18,64.4,39.5,3.0,71.44,54.84,1,17.0
0.021937695,0.728467153,0.166,0.0,513.0,7.9,58.08,47.4,38.14,3.24,77.7,56.0,1,20.0
0.020426791,0.811313869,0.164,0.0,485.8,8.54,58.3,51.4,40.18,3.18,76.48,56.98,1,19.0
0.020764706,0.50326087,0.1,0.004,328.4,11.48,55.66,75.6,47.64,4.82,115.14,57.3,1,19.0
0.026634675,0.383333333,0.124,0.0,416.4,11.1,55.78,72.0,46.52,3.5,83.74,58.36,1,25.0
0.021613003,0.47826087,0.132,0.0,465.8,10.06,53.14,72.6,44.52,3.46,83.2,58.4,1,20.0
0.025633333,0.595652174,0.134,0.0,476.2,9.28,53.98,65.0,42.44,3.16,75.92,58.32,1,24.0
0.022925466,0.537090909,0.138,0.0,514.4,9.92,52.06,74.2,44.02,3.16,75.72,57.96,1,21.0
0.022937304,0.640892193,0.146,0.0,514.2,10.36,53.1,74.8,45.24,4.18,100.66,58.5,1,21.0
0.025294118,0.508695652,0.162,0.0,554.4,10.9,55.26,73.0,46.7,3.88,92.62,59.1,1,23.0
0.029547988,0.419565217,0.132,0.0,458.2,10.9,54.02,76.0,46.54,4.7,112.74,59.46,1,27.0
0.023588235,0.426449275,0.096,0.004,357.8,10.88,53.46,77.4,46.54,4.2,100.42,59.3,1,22.0
0.022327103,0.41350365,0.098,0.0,360.6,11.16,55.76,73.0,47.14,2.88,69.02,59.82,1,21.0
0.021544892,0.592391304,0.172,0.0,570.4,11.1,56.36,71.2,46.98,3.28,78.74,60.06,1,20.0
0.017721362,0.611231884,0.19,0.0,572.8,10.64,62.3,55.2,45.86,3.04,72.62,60.68,1,16.0
0.028758514,0.363405797,0.134,0.0,457.6,11.64,55.62,77.0,48.38,5.0,119.88,61.32,1,27.0
0.034340557,0.375724638,0.164,0.006,547.6,9.7,54.58,65.6,43.3,4.78,114.28,61.22,1,32.0
0.02678882,0.586909091,0.2,0.0,589.6,8.3,58.66,48.0,38.76,3.52,84.9,60.88,1,25.0
0.032280757,0.612915129,0.192,0.0,572.8,10.58,60.5,58.8,45.44,3.34,80.56,61.76,1,30.0
0.0246875,0.317712177,0.122,0.0,418.4,11.92,55.86,78.0,49.0,4.24,101.84,61.2,1,23.0
0.032383648,0.233579336,0.126,0.0,423.6,11.04,55.56,72.8,46.94,4.54,108.96,61.8,1,30.0
0.029825,0.272161172,0.096,0.004,323.0,12.34,57.9,75.0,49.96,4.42,106.18,61.96,1,28.0
0.028685535,0.339483395,0.084,0.0,287.8,13.54,60.16,76.4,52.54,3.86,92.5,62.22,1,27.0
0.035111455,0.362318841,0.138,0.0,445.2,14.04,62.16,74.2,53.62,3.78,90.76,63.18,1,33.0
0.040402477,0.397463768,0.17,0.0,541.6,14.36,61.72,77.6,54.14,3.38,81.22,63.82,1,37.0
0.040492537,0.384150943,0.142,0.002,442.2,14.8,62.74,77.2,54.86,4.46,107.54,65.48,1,37.0
0.03833526,0.249637681,0.132,0.0,415.4,12.3,59.26,71.0,49.82,5.4,129.28,64.9,1,35.0
0.036598266,0.314855072,0.152,0.008,482.2,12.12,59.86,69.2,49.54,4.78,114.38,64.7,1,34.0
0.039364162,0.356521739,0.126,0.0,403.0,13.3,60.32,74.8,51.98,4.22,100.82,64.44,1,36.0
0.048115607,0.339492754,0.16,0.0,491.0,13.32,62.42,70.4,51.7,3.72,89.28,65.08,1,45.0
0.038892754,0.387636364,0.116,0.002,372.4,13.98,62.56,74.0,53.08,3.52,84.74,65.44,1,36.0
0.038467647,0.511111111,0.184,0.008,552.6,14.3,63.98,72.6,53.44,3.5,83.9,65.76,1,36.0
0.03954878,0.505617978,0.168,0.0,489.6,14.84,64.78,74.0,54.42,3.98,95.14,66.7,1,37.0
0.049312139,0.339130435,0.192,0.0,545.6,14.82,65.64,71.2,54.6,4.54,109.12,68.06,1,46.0
0.049710983,0.37173913,0.192,0.0,567.4,14.74,65.98,70.8,54.16,3.72,89.12,68.4,1,46.0
0.035554913,0.310144928,0.176,0.0,510.0,15.5,66.86,71.6,55.88,4.58,110.38,69.06,1,33.0
0.035501466,0.343014706,0.186,0.0,531.6,15.38,67.44,70.2,55.56,3.88,93.4,69.38,1,33.0
0.037427729,0.442592593,0.154,0.0,456.4,16.06,66.98,73.6,56.9,4.0,95.96,69.72,1,35.0
0.039594203,0.365217391,0.154,0.0,441.6,16.58,67.2,76.0,57.9,4.4,105.78,69.88,1,37.0
0.042430636,0.292753623,0.204,0.0,582.0,14.68,66.0,68.2,54.12,4.28,102.9,70.1,1,39.0
0.027805797,0.338768116,0.214,0.0,641.8,12.84,63.32,65.2,50.84,3.84,92.6,67.64,1,26.0
0.028073964,0.40261194,0.234,0.008,647.2,14.64,68.14,62.6,54.0,4.1,98.76,68.58,1,26.0
0.036309735,0.317578125,0.222,0.0,637.6,15.64,67.0,69.6,55.94,4.56,109.86,69.38,1,34.0
0.041268786,0.22687747,0.208,0.0,607.0,9.6,61.94,50.0,42.6,3.86,92.26,67.52,1,38.0
0.038491329,0.31027668,0.214,0.0,627.6,11.26,63.7,55.6,46.64,3.84,92.12,67.64,1,36.0
0.034530973,0.408536585,0.218,0.0,626.8,11.94,67.1,53.0,48.26,3.18,76.48,68.0,1,32.0
0.035804094,0.453815261,0.232,0.0,624.0,13.22,70.04,53.8,51.16,3.6,86.58,68.86,1,33.0
0.034753846,0.435294118,0.204,0.0,561.6,15.34,68.56,66.6,55.06,4.18,100.52,69.58,2,32.0
0.039095975,0.518181818,0.206,0.0,553.2,15.56,71.1,61.4,55.86,4.06,97.56,70.22,2,36.0
0.043297214,0.506719368,0.226,0.0,571.8,16.36,75.94,54.4,57.42,4.06,97.68,71.06,2,40.0
0.041919255,0.330434783,0.22,0.0,568.6,18.32,74.16,59.5,58.9,4.84,115.96,72.14,2,39.0
0.03597,0.277865613,0.176,0.0,489.6,17.86,70.12,73.0,59.72,5.02,120.28,72.56,2,33.0
0.034297659,0.356126482,0.102,0.0,306.0,17.7,68.44,76.0,59.58,4.1,98.26,71.88,2,32.0
0.035748387,0.358498024,0.128,0.0,381.8,17.74,68.46,76.8,59.5,4.76,114.14,71.7,2,33.0
0.037684211,0.358498024,0.132,0.0,389.6,17.58,68.26,76.4,59.34,4.66,111.7,71.48,2,35.0
0.039913313,0.31027668,0.148,0.0,427.6,17.12,67.14,75.8,58.78,5.66,135.82,71.46,2,37.0
0.044575851,0.245059289,0.166,0.0,473.2,15.54,66.5,70.2,56.22,5.56,133.2,71.4,2,41.0
0.043941176,0.218577075,0.148,0.0,431.2,15.22,65.14,71.8,55.58,5.86,140.24,71.16,2,41.0
0.035879257,0.228458498,0.172,0.0,507.0,14.22,64.3,69.4,53.7,5.06,121.44,71.1,2,33.0
0.028928571,0.277777778,0.204,0.0,625.4,13.34,66.88,58.8,51.92,5.26,126.98,71.02,2,27.0
0.030621212,0.341106719,0.216,0.0,579.4,13.12,68.72,54.8,50.86,4.44,106.42,70.82,2,28.0
0.035744186,0.29486166,0.21,0.0,564.2,15.54,68.88,65.2,55.82,5.46,130.98,71.38,2,33.0
0.039407625,0.431225296,0.224,0.0,581.0,15.32,75.02,52.6,55.26,3.64,87.28,71.98,2,36.0
0.04199422,0.323320158,0.21,0.0,556.2,17.98,72.54,61.5,57.875,4.7,112.66,72.78,2,39.0
0.045294798,0.274703557,0.204,0.0,535.6,17.96,71.28,70.6,59.88,5.3,126.84,73.5,2,42.0
0.036453757,0.332411067,0.194,0.0,528.6,17.22,70.3,70.0,58.8,4.84,116.3,73.58,2,34.0
0.035627907,0.345454545,0.2,0.0,554.4,15.84,68.64,68.0,56.0,4.48,107.46,73.1,2,33.0
0.042430233,0.369565217,0.196,0.0,558.0,15.86,69.18,67.4,56.24,4.02,96.18,73.18,2,39.0
0.043034985,0.375503356,0.202,0.0,558.8,16.6,70.66,68.2,57.56,4.5,107.58,73.58,2,40.0
0.044226087,0.417056856,0.206,0.0,572.6,17.04,72.62,65.8,58.26,4.44,106.3,73.74,2,41.0
0.045101156,0.413712375,0.184,0.0,474.4,17.44,72.36,68.0,59.1,4.38,105.32,73.52,2,42.0
0.046462428,0.505351171,0.174,0.0,431.4,18.78,77.02,59.25,60.5,4.02,96.54,73.62,2,43.0
0.025818182,0.557190635,0.142,0.0,372.8,18.92,77.1,59.5,60.7,3.94,94.18,74.04,2,24.0
0.026823529,0.516835017,0.114,0.0,299.2,17.32,75.58,58.2,59.0,4.32,103.94,73.52,2,25.0
0.034315029,0.508361204,0.236,0.0,588.0,17.18,78.5,53.0,58.86,3.88,92.98,74.04,2,32.0
0.035365217,0.459395973,0.236,0.0,644.2,16.9,77.14,55.2,58.4,4.04,96.86,74.5,2,33.0
0.033029762,0.418900344,0.25,0.0,617.0,16.54,76.78,53.8,57.68,4.12,99.44,74.82,2,31.0
0.03933526,0.331438127,0.256,0.0,619.8,16.64,78.32,51.6,57.64,3.96,95.18,74.94,2,36.0
0.044289017,0.312374582,0.24,0.0,598.0,18.24,77.24,58.4,60.24,4.22,101.34,75.3,2,41.0
0.035101156,0.314381271,0.226,0.0,570.6,18.68,77.12,55.0,59.25,3.96,95.34,75.64,2,33.0
0.03584104,0.242809365,0.234,0.0,598.0,19.22,75.5,62.0,60.675,4.62,110.6,75.66,2,33.0
0.03425,0.303367003,0.228,0.0,603.6,18.6,74.32,65.2,61.16,4.26,102.34,75.66,2,32.0
0.032147399,0.295317726,0.236,0.0,630.2,17.18,72.72,63.4,58.6,4.06,97.4,75.38,2,30.0
0.036138728,0.38729097,0.24,0.0,626.8,16.32,74.76,56.6,56.8,3.6,86.64,75.28,2,33.0
0.039667656,0.342140468,0.246,0.0,605.6,17.34,77.04,56.2,58.9,3.92,93.94,75.56,2,37.0
0.041326087,0.249498328,0.242,0.0,614.0,17.78,76.1,60.0,59.68,4.06,97.68,75.98,2,38.0
0.033054913,0.294983278,0.236,0.0,598.8,17.54,73.78,65.0,58.72,4.94,118.9,76.04,2,31.0
0.028402332,0.312162162,0.262,0.0,625.4,15.78,74.34,57.8,55.14,5.22,124.96,75.42,2,26.0
0.027982659,0.394648829,0.276,0.0,639.2,13.48,76.14,45.4,51.06,4.36,104.48,74.96,2,26.0
0.029175439,0.425510204,0.268,0.0,626.6,14.3,77.16,46.6,52.72,4.38,105.14,74.8,2,27.0
0.032907514,0.448829431,0.248,0.0,599.6,16.06,78.04,51.6,56.08,3.74,90.04,75.16,2,30.0
0.046849711,0.417391304,0.236,0.0,559.4,18.06,80.38,53.0,59.68,4.12,99.04,75.66,2,43.0
0.040086705,0.262876254,0.204,0.0,482.0,20.06,79.44,47.66666667,58.46666667,4.74,114.12,76.4,2,37.0
0.026849275,0.282608696,0.182,0.0,429.6,21.7,78.6,55.66666667,61.8,5.1,122.88,76.86,2,25.0
0.028289017,0.339799331,0.198,0.0,508.6,21.86,77.82,57.33333333,62.7,4.64,111.42,77.24,2,26.0
0.028485549,0.31270903,0.2,0.0,507.8,20.4,76.96,55.33333333,61.0,4.54,108.58,77.38,2,26.0
0.025497093,0.308417508,0.186,0.0,503.2,20.96,76.32,59.0,62.73333333,3.8,91.44,77.4,2,24.0
0.02965896,0.442140468,0.192,0.0,500.6,21.92,80.0,54.33333333,64.1,3.22,77.38,77.9,2,27.0
0.044026012,0.505351171,0.204,0.0,477.2,22.64,84.94,45.66666667,63.76666667,3.8,91.22,78.62,2,41.0
0.041217391,0.346644295,0.142,0.0,356.4,23.58,82.0,52.66666667,64.23333333,3.72,89.76,78.55,2,38.0
0.043072464,0.445637584,0.19,0.0,480.8,23.72,84.26,43.5,62.4,3.98,95.34,78.5,2,40.0
0.032219585,0.297931034,0.192,0.0,492.2,24.0,80.04,51.0,62.6,4.84,116.38,78.975,2,30.0
0.0333003,0.397902098,0.188,0.0,439.8,23.72,80.66,57.33333333,65.26666667,4.74,113.86,78.725,2,31.0
0.028691843,0.332746479,0.216,0.0,520.4,23.02,79.38,55.66666667,62.96666667,5.88,141.38,78.86,2,27.0
0.019333333,0.217114094,0.162,0.0,410.4,23.78,77.62,67.0,65.1,6.22,149.62,78.48,2,18.0
0.015889855,0.161409396,0.11,0.0,311.8,24.08,75.34,75.33333333,66.4,6.26,150.0,77.8,2,15.0
0.018910145,0.134563758,0.126,0.0,353.2,22.12,73.64,73.33333333,63.93333333,6.32,151.5,77.48,2,18.0
0.017530435,0.176174497,0.122,0.0,340.8,20.2,71.6,76.8,63.58,5.92,142.38,76.88,2,16.0
0.021130952,0.180622837,0.164,0.0,450.4,19.58,72.06,72.6,62.54,5.04,120.92,76.5,2,20.0
0.030401163,0.232214765,0.192,0.0,543.8,19.16,72.88,69.6,61.66,4.24,101.34,76.48,2,28.0
0.029527859,0.246440678,0.106,0.0,301.0,19.56,71.44,75.0,62.58,4.48,107.76,76.06,2,27.0
0.033298551,0.237919463,0.182,0.0,496.6,18.58,71.16,71.6,61.02,5.34,128.3,75.94,2,31.0
0.033463768,0.27147651,0.198,0.0,556.2,17.02,70.18,67.4,58.22,4.2,100.6,75.3,2,31.0
0.033249275,0.229865772,0.192,0.0,540.6,17.48,70.1,70.6,59.18,4.5,107.48,75.06,2,31.0
0.032113043,0.287919463,0.174,0.0,483.6,17.34,70.64,68.2,58.92,3.9,93.58,74.96,2,30.0
0.03315727,0.440344828,0.21,0.0,559.8,15.72,72.16,58.8,55.22,3.68,88.32,74.68,2,31.0
0.035703264,0.46137931,0.21,0.0,529.4,16.32,75.38,56.0,56.42,3.78,90.52,74.54,2,33.0
0.032390029,0.40170068,0.214,0.0,525.8,18.2,76.18,61.8,59.34,4.5,107.62,75.28,2,30.0
0.032576812,0.34295302,0.204,0.0,517.2,17.92,74.44,64.0,58.36,4.58,109.72,75.58,2,30.0
0.039881159,0.260402685,0.208,0.0,544.6,17.42,72.4,65.0,58.02,4.54,109.16,75.44,2,37.0
0.041225806,0.248993289,0.19,0.0,533.8,16.42,70.76,64.6,56.16,3.88,93.12,75.16,2,38.0
0.035250729,0.28557047,0.19,0.0,530.6,16.04,69.58,66.0,55.98,4.12,99.24,74.68,2,33.0
0.034129794,0.28989899,0.19,0.0,523.4,15.58,68.66,66.8,55.26,4.44,106.58,74.12,2,32.0
0.037542773,0.284693878,0.188,0.0,502.8,15.9,68.8,67.4,55.84,4.6,110.88,73.9,2,35.0
0.03828869,0.323129252,0.202,0.0,529.8,15.74,70.4,63.6,55.22,4.24,102.3,73.96,2,35.0
0.033727273,0.364765101,0.19,0.0,520.0,16.36,70.54,65.2,56.56,3.8,91.42,74.08,2,31.0
0.035530435,0.254026846,0.182,0.0,512.2,16.8,69.66,69.8,57.6,4.14,99.0,74.12,2,33.0
0.040704348,0.234563758,0.184,0.0,520.6,16.44,69.86,67.8,56.8,3.64,87.44,74.14,2,38.0
0.031408696,0.39295302,0.194,0.0,512.4,16.24,71.96,63.4,56.12,3.78,90.78,74.14,2,29.0
0.034164706,0.495578231,0.206,0.0,498.0,17.02,75.92,58.6,57.66,4.0,95.6,74.5,2,32.0
0.033833819,0.468135593,0.214,0.0,494.6,16.42,77.48,53.6,56.28,4.26,101.98,75.2,2,31.0
0.032249267,0.435932203,0.212,0.0,506.0,15.98,74.86,57.2,55.18,4.7,112.38,75.06,2,30.0
0.028278592,0.372483221,0.206,0.0,510.6,15.62,71.12,62.4,53.88,4.78,115.16,74.44,2,26.0
0.03026087,0.369127517,0.196,0.0,513.8,15.72,70.86,62.2,55.5,4.1,98.88,73.78,2,28.0
0.032698551,0.404697987,0.198,0.0,522.8,15.12,73.42,54.8,54.7,3.32,79.54,73.76,2,30.0
0.028744118,0.534563758,0.198,0.0,510.8,15.22,73.92,55.0,54.56,3.36,80.06,73.92,2,27.0
0.034330357,0.56894198,0.196,0.0,498.0,17.36,73.66,63.6,58.24,3.84,92.58,74.2,2,32.0
0.03539233,0.434812287,0.19,0.0,482.8,18.1,73.94,65.4,59.24,4.04,97.24,74.56,2,33.0
0.036411765,0.505460751,0.186,0.0,487.6,17.98,73.76,65.2,59.2,3.88,93.02,74.68,2,34.0
0.032307246,0.513087248,0.188,0.0,490.2,16.54,75.38,56.6,56.78,3.34,80.36,74.64,3,30.0
0.035901449,0.440939597,0.174,0.0,457.0,16.54,76.04,54.8,57.18,3.18,75.88,74.74,3,33.0
0.039423188,0.415771812,0.186,0.0,462.8,16.86,78.36,51.8,58.1,3.14,75.02,75.12,3,37.0
0.033765217,0.432885906,0.192,0.0,464.2,15.84,78.08,49.4,56.34,3.24,77.96,75.4,3,31.0
0.027212209,0.55959596,0.192,0.0,447.4,16.9,79.64,50.2,58.26,3.42,81.76,75.7,3,25.0
0.027311573,0.389932886,0.18,0.0,456.2,18.06,77.1,58.4,59.88,3.6,86.16,76.0,3,25.0
0.028486567,0.322483221,0.176,0.0,465.0,18.14,72.24,69.0,60.08,4.48,107.36,75.72,3,26.0
0.031402332,0.261824324,0.178,0.0,483.0,17.08,70.4,67.8,58.18,4.92,118.16,75.38,3,29.0
0.037066667,0.261744966,0.166,0.0,464.6,15.9,68.02,68.0,56.54,4.28,102.36,74.64,3,34.0
0.039721739,0.357718121,0.166,0.0,489.2,15.34,67.86,66.0,55.1,3.2,76.28,73.5,3,37.0
0.025185507,0.493288591,0.178,0.0,488.2,15.92,70.52,63.6,55.88,3.34,80.64,73.1,3,23.0
0.024637427,0.584511785,0.172,0.008,459.8,16.48,71.78,64.4,57.1,3.42,81.68,73.16,3,23.0
0.026028902,0.466220736,0.154,0.0,420.6,17.12,69.9,71.2,58.42,4.18,100.64,72.82,3,24.0
0.02782659,0.257190635,0.08,0.0,233.2,17.3,65.98,79.2,59.18,5.7,136.78,72.28,3,26.0
0.027811594,0.233221477,0.142,0.004,404.2,14.8,64.64,70.6,54.58,5.7,136.92,71.54,3,26.0
0.027797688,0.428093645,0.174,0.0,483.8,12.88,64.98,59.6,49.66,3.98,95.68,70.18,3,26.0
0.030861272,0.559197324,0.188,0.008,489.6,11.04,68.26,45.2,44.84,3.46,82.62,71.675,3,29.0
0.032303468,0.673913043,0.188,0.0,478.4,10.18,70.44,39.8,43.26,3.28,78.78,71.55,3,30.0
0.030026239,0.639527027,0.19,0.004,469.0,11.9,68.92,49.6,47.1,4.2,101.2,71.225,3,28.0
0.020384393,0.465551839,0.162,0.004,441.8,13.6,65.84,62.8,50.98,3.72,89.42,71.225,3,19.0
0.026325581,0.223905724,0.108,0.0,316.2,14.7,65.5,68.4,53.82,4.22,101.3,68.84,3,24.0
0.025242775,0.332441472,0.162,0.008,447.8,14.38,65.32,65.6,51.72,4.16,100.1,68.68,3,23.0
0.025630058,0.41638796,0.166,0.0,455.4,13.86,66.94,59.8,51.44,3.38,80.8,70.775,3,24.0
0.020820809,0.534448161,0.152,0.002,438.6,15.56,67.5,67.0,54.84,3.32,79.62,70.975,3,19.0
0.025041056,0.436734694,0.132,0.0,431.4,16.34,68.1,72.0,57.1,3.16,75.62,71.3,3,23.0
0.021557632,0.59122807,0.148,0.0,436.0,15.54,67.14,69.0,55.3,3.04,72.86,69.1,3,20.0
0.018770186,0.781605351,0.144,0.002,419.4,14.32,68.1,61.4,52.8,2.82,67.66,68.86,3,17.0
0.020152174,0.881605351,0.14,0.0,385.0,13.82,68.18,59.6,51.58,3.18,76.1,68.52,3,19.0
0.022003125,0.753872054,0.106,0.0,300.8,15.44,67.46,69.2,54.88,3.4,80.92,68.3,3,20.0
0.018338509,0.604347826,0.068,0.0,202.0,16.22,67.5,71.2,56.78,3.08,73.9,68.18,3,17.0
0.015591045,0.433670034,0.142,0.0,396.6,16.76,69.1,69.0,58.24,4.02,96.94,68.9,3,14.0
0.014337243,0.39047619,0.13,0.0,399.8,14.52,64.62,69.6,54.28,3.6,86.4,68.64,3,13.0
0.016434402,0.45033557,0.136,0.0,400.6,13.52,62.9,68.8,52.04,3.7,88.8,67.88,3,15.0
0.018183976,0.382068966,0.134,0.0,403.4,13.02,61.2,69.6,50.9,4.64,111.14,67.06,3,17.0
0.021518841,0.370805369,0.116,0.0,362.2,12.66,58.96,73.2,50.2,4.4,105.82,66.12,3,20.0
0.026765896,0.371237458,0.122,0.0,396.6,13.26,61.22,70.6,51.2,3.42,82.44,65.94,3,25.0
0.028991329,0.477591973,0.114,0.0,362.2,14.24,61.52,75.2,53.0,3.44,83.22,65.72,3,27.0
0.032719653,0.333779264,0.078,0.0,245.0,14.96,63.86,73.4,54.42,3.9,93.52,66.24,3,30.0
0.031510204,0.330169492,0.118,0.0,354.6,14.3,62.5,73.2,53.52,4.66,112.14,66.5,3,29.0
0.021884393,0.563210702,0.12,0.004,383.0,12.68,60.54,69.6,50.0,3.3,79.36,65.56,3,20.0
0.020650289,0.466555184,0.118,0.0,375.8,13.18,61.04,71.4,51.28,3.68,87.78,65.18,3,19.0
0.019697674,0.350841751,0.088,0.002,297.6,14.58,62.12,75.6,54.26,3.98,95.68,65.32,3,18.0
0.024583815,0.296655518,0.06,0.004,200.8,14.62,61.6,77.6,54.34,4.52,108.92,65.28,3,23.0
0.022755814,0.364646465,0.102,0.0,333.8,13.22,60.64,71.8,51.3,4.48,108.0,65.2,3,21.0
0.019101156,0.603344482,0.142,0.0,382.0,8.68,63.2,42.8,40.2,3.7,88.46,64.2,3,18.0
0.017604046,0.719397993,0.138,0.0,376.8,7.3,63.52,35.8,35.82,3.06,73.4,63.4,3,16.0
0.018473988,0.957525084,0.122,0.0,358.6,12.42,64.46,58.8,48.88,3.02,72.7,63.38,3,17.0
0.023699422,0.736789298,0.126,0.0,357.6,11.26,65.3,51.2,45.6,3.04,72.52,63.72,3,22.0
0.018038012,0.753846154,0.124,0.0,345.6,10.54,67.24,45.4,44.32,2.82,67.7,63.74,3,17.0
0.022035191,0.613265306,0.104,0.0,319.0,13.9,63.0,69.8,52.22,3.56,85.56,63.94,3,20.0
0.022110145,0.601677852,0.098,0.0,295.0,13.48,58.0,79.0,51.06,4.02,95.92,64.2,3,20.0
0.018566474,0.82006689,0.134,0.0,350.8,7.18,60.54,38.8,34.32,3.52,84.44,63.2,3,17.0
0.017037572,0.86557971,0.136,0.0,353.2,5.64,63.68,27.6,29.12,3.02,71.92,61.96,3,16.0
0.018653179,0.839855072,0.124,0.0,341.6,7.8,63.38,39.0,36.84,3.02,72.54,61.66,3,17.0
0.029559767,0.692028986,0.108,0.0,327.4,10.92,59.02,63.6,45.44,3.62,86.98,61.3,3,27.0
0.030975155,0.409057971,0.078,0.0,257.4,12.82,59.84,72.4,50.4,4.26,101.96,61.48,3,29.0
0.029156051,0.404797048,0.056,0.0,204.8,13.02,58.76,76.2,51.08,4.12,98.52,61.96,3,27.0
0.018300885,0.714715719,0.08,0.0,293.6,12.18,57.5,73.8,48.44,2.74,65.86,61.3,3,17.0
0.014447977,0.842140468,0.084,0.0,297.6,14.42,62.5,75.0,53.96,3.5,84.28,61.6,3,13.0
0.009323699,0.701003344,0.06,0.0,209.8,13.98,54.72,84.4,53.02,2.86,68.28,62.08,3,9.0
0.015751445,0.718394649,0.086,0.0,290.0,14.18,61.18,76.0,53.12,2.86,68.56,62.56,3,15.0
0.020395954,0.848829431,0.11,0.0,298.8,9.2,64.8,44.2,41.6,2.74,65.74,62.4,3,19.0
0.016973988,0.858862876,0.124,0.0,302.6,8.72,70.32,34.8,40.34,3.4,81.38,62.7,3,16.0
0.013952663,0.900682594,0.118,0.0,307.8,9.24,70.8,36.2,41.94,2.68,64.74,62.78,3,13.0
0.017266082,0.824745763,0.112,0.0,301.8,11.8,65.8,54.2,48.36,3.96,95.8,62.74,3,16.0
0.020277457,0.472575251,0.08,0.0,266.8,13.28,59.48,74.2,50.88,4.22,100.8,62.84,3,19.0
0.015141618,0.943478261,0.092,0.0,297.0,9.96,59.34,55.4,43.0,2.6,62.54,61.72,3,14.0
0.016586705,0.779264214,0.068,0.0,196.4,10.9,57.5,65.6,45.72,4.2,100.3,60.92,3,15.0
0.021098266,0.626755853,0.088,0.0,281.2,9.3,54.94,62.4,41.68,3.0,72.56,60.26,3,20.0
